TID,GID,TNAME,PTS,1QP,2QP,3QP,4QP,RFD,PFD,IFD,RY,RA,PY,PA,PC,SK,INT,FUM,PU,GPY,PR,PRY,KR,KRY,IR,IRY,PEN,TOP,TD,TDR,TDP,TDT,FGM,FGAT,FGY,RZA,RZC,BRY,BPY,SRP,S1RP,S2RP,S3RP,SPP,S1PP,S2PP,S3PP,LEA,LEY,LTA,LTY,LGA,LGY,MDA,MDY,RGA,RGY,RTA,RTY,REA,REY,R1A,R1Y,R2A,R2Y,R3A,R3Y,QBA,QBY,SLA,SLY,SMA,SMY,SRA,SRY,DLA,DLY,DMA,DMY,DRA,DRY,WR1A,WR1Y,WR3A,WR3Y,TEA,TEY,RBA,RBY,SGA,SGY,P1A,P1Y,P2A,P2Y,P3A,P3Y,SPC,MPC,LPC,Q1RA,Q1RY,Q1PA,Q1PY,LCRA,LCRY,LCPA,LCPY,RZRA,RZRY,RZPA,RZPY,SKY,LBS,DBS,SFPY,DRV,NPY,TB,I20,RTD,LNR,LNP,LBR,LBP,DBR,DBP,NHA,S3A,S3C,L3A,L3C,STF,DP,FSP,OHP,PBEP,DLP,DSP,DMP,PFN
136,3256,NYG,41,7,20,7,7,14,12,4,245,32,259,37,25,0,1,1,2,100,1,8,5,67,2,46,25,35.5,5,2,3,0,2,2,69,5,3,175,64,18,8,7,3,22,11,8,3,3,71,8,28,5,31,4,19,5,57,5,37,2,7,19,112,10,116,3,22,0,0,10,51,8,51,14,77,3,36,1,16,1,28,16,105,10,88,5,37,6,29,28,215,15,124,14,101,8,34,7,13,5,6,41,11,79,0,0,0,0,3,17,6,15,0,0,0,350,12,68,1,0,0,11.5,1.5,11,6.5,6.5,14,0,3,3,4,1,5,0,1,1,0,1,1,0,1
137,3257,ATL,24,0,7,0,17,5,21,2,85,26,338,52,34,1,1,1,6,293,2,2,2,36,2,28,13,37,3,1,2,0,1,1,53,3,3,13,70,12,5,4,3,28,12,10,6,10,36,2,11,3,18,4,8,4,3,1,2,2,5,13,32,8,35,5,16,0,0,10,61,14,69,15,92,7,47,5,59,1,17,21,162,5,34,16,130,8,19,26,183,22,126,19,136,12,76,10,16,8,5,10,15,60,9,37,11,99,1,13,3,16,7,0,0,340,13,231,2,1,0,6,1.5,15,11,3,18.5,11,3,3,6,1,5,0,1,1,1,0,0,0,0
138,3257,WAS,17,0,7,3,7,6,6,0,129,21,187,24,15,3,2,0,6,254,3,22,4,113,1,28,20,23,2,0,1,1,1,2,23,2,0,94,117,11,9,2,0,10,4,5,1,8,78,2,1,3,15,1,12,1,5,2,5,4,13,13,104,6,26,2,-1,1,7,6,26,11,70,2,9,0,0,5,80,0,0,8,28,7,76,7,54,2,27,24,159,10,44,10,56,7,70,6,5,4,4,30,6,3,2,7,8,84,3,5,3,5,15,1,0.5,302,12,252,0,3,0,6.5,0.5,8,4,6.5,9.5,0,2,0,6,1,5,7,0,1,0,1,3,0,1
139,3258,PHI,14,0,0,7,7,7,9,3,78,23,168,30,20,3,0,2,4,176,1,13,3,65,0,0,35,26.5,2,0,2,0,0,0,0,3,2,10,47,13,5,5,3,16,9,4,3,1,5,6,26,2,8,3,19,6,11,4,14,1,3,9,37,9,40,5,9,5,24,13,56,4,16,8,79,1,24,2,0,2,0,16,97,3,34,5,9,6,35,20,117,16,76,10,57,7,35,8,9,3,10,50,8,40,6,20,11,59,1,3,5,35,7,1,0,188,8,149,1,1,0,4,0,11,6,8,11,6,4,4,5,2,4,0,2,0,1,0,2,1,0
140,3258,PIT,16,0,10,0,6,7,13,2,136,31,207,36,21,0,0,0,4,185,1,7,2,57,0,0,106,33.5,1,1,0,0,3,3,88,4,1,43,20,16,9,6,1,18,6,7,5,0,0,1,17,4,12,13,51,10,27,2,10,1,13,17,67,12,60,2,3,2,14,10,63,6,46,15,98,2,0,1,0,2,0,18,103,8,29,6,49,4,26,29,150,11,63,12,74,13,70,3,13,5,5,-2,5,26,8,24,6,50,7,25,3,7,0,0,0,251,9,172,0,1,0,6.5,1,11.5,4.5,10,14.5,1,2,1,9,3,6,0,1,5,2,0,1,2,0
141,3259,TEN,7,0,0,0,7,3,14,1,53,18,215,48,29,2,1,1,6,256,2,25,2,61,2,12,75,27,1,0,1,0,0,0,0,2,1,21,0,5,1,3,1,24,12,4,8,2,-1,1,3,6,7,5,24,3,13,0,0,1,10,6,16,9,23,3,17,0,0,12,65,20,100,12,69,1,0,0,0,3,0,18,95,8,32,10,44,12,63,47,188,20,85,14,53,16,77,8,17,4,8,32,7,31,0,0,0,0,2,5,4,15,19,0,0,304,12,257,0,3,0,6,0.5,6,9,6,16.5,0,3,1,11,4,5,0,4,2,2,1,0,2,0
142,3259,MIN,30,7,6,10,7,9,13,3,176,30,258,35,25,1,2,0,3,138,2,-1,0,0,1,6,60,33,3,1,2,0,3,3,104,5,3,130,74,13,9,3,1,19,8,9,2,5,6,3,0,1,22,9,44,7,55,0,0,5,49,17,101,10,64,3,11,3,31,9,61,5,32,15,101,3,64,0,0,3,0,13,108,9,75,8,25,5,50,18,110,15,74,13,157,8,27,8,11,6,7,20,6,78,0,0,0,0,5,10,8,48,0,0,0,302,11,113,0,1,0,6.5,0.5,10,7,9.5,15.5,0,1,1,8,1,8,0,0,2,0,0,0,2,0
143,3260,CHI,41,3,0,10,28,9,16,1,214,33,287,39,23,1,1,0,3,122,4,8,1,28,2,72,80,36,5,1,2,2,2,2,63,3,1,105,84,23,12,7,4,19,7,5,7,2,20,0,0,1,-2,24,140,0,0,0,0,6,50,18,90,11,89,4,29,2,22,11,52,8,47,11,91,3,0,1,18,5,84,21,164,6,56,5,26,7,46,22,152,13,76,13,96,14,115,1,15,7,7,54,7,37,0,0,0,0,3,11,5,14,5,0,0,188,9,102,1,1,0,14,0,8.5,9,9.5,12,0,3,2,8,4,4,14,3,4,1,3,0,1,0
144,3260,JAC,3,0,3,0,0,3,5,2,61,16,129,33,17,3,2,1,6,291,0,0,3,65,1,0,49,24,0,0,0,0,1,1,31,1,0,47,34,4,2,1,1,8,1,3,4,4,19,0,0,0,0,11,44,0,0,0,0,1,-2,10,29,5,30,1,2,1,2,9,39,6,8,12,42,2,0,1,0,3,53,16,55,6,60,8,24,3,3,27,118,11,3,13,64,12,62,9,6,2,7,21,9,49,0,0,0,0,1,-1,3,4,13,1,0,257,12,283,0,2,0,3,0,5,5,8,12,0,1,1,11,4,6,0,2,3,0,0,0,1,0
145,3261,SEA,16,3,3,7,3,7,10,0,99,34,212,25,19,2,2,1,3,122,5,39,3,48,0,0,65,36,1,0,1,0,3,3,102,3,1,47,53,13,6,5,2,14,7,2,5,3,-12,6,22,6,13,7,39,4,5,3,7,5,25,16,64,13,37,5,-2,0,0,8,69,2,26,11,55,1,18,1,30,2,23,10,98,5,47,5,59,5,17,16,117,10,121,7,17,10,74,4,10,5,7,24,7,68,11,15,2,23,4,6,3,19,9,0,0,397,11,109,0,2,0,14.5,0,12.5,5,6,12,0,1,1,9,3,7,0,1,4,1,0,1,2,0
146,3261,CAR,12,0,3,7,2,4,7,2,82,19,108,29,12,4,0,1,7,318,1,13,4,81,2,30,25,24,1,0,0,1,1,1,32,2,0,39,45,6,5,0,1,7,5,1,1,1,15,2,3,1,11,11,32,0,0,0,0,4,9,10,44,8,11,1,15,7,42,11,82,6,0,6,35,2,24,1,0,3,0,16,84,2,5,4,37,7,15,40,139,14,87,8,15,11,6,1,8,3,7,24,6,8,4,5,10,80,2,0,2,5,33,1.5,0,253,11,279,0,2,0,7.5,0,6.5,2,3,10,1,1,0,10,1,6,9,1,2,0,0,1,0,0
147,3262,BUF,3,0,3,0,0,4,6,0,90,18,115,26,16,1,1,1,6,286,1,28,2,87,0,0,30,23.5,0,0,0,0,1,1,31,1,0,47,20,9,6,3,0,9,4,3,2,4,32,1,1,3,13,3,10,2,11,4,21,1,2,10,78,8,12,0,0,1,2,10,73,3,6,8,28,2,0,0,0,3,20,17,80,1,1,6,41,2,5,31,171,10,38,7,27,10,51,6,8,2,5,6,6,30,0,0,0,0,0,0,4,8,11,1,0,281,11,247,1,2,0,4.5,0,7.5,5.5,5,9.5,0,2,0,6,0,4,0,1,1,1,3,0,0,0
148,3262,SF,45,3,14,7,21,18,11,0,311,38,310,25,19,0,0,1,2,112,3,19,2,45,1,4,53,36.5,6,3,3,0,1,1,19,5,4,198,184,28,14,7,7,15,11,3,1,8,86,4,58,5,39,16,110,2,8,1,6,2,7,17,122,12,115,9,77,7,91,4,0,5,73,10,70,2,47,0,0,4,120,12,139,4,61,8,110,1,0,21,258,16,246,6,32,3,32,4,7,8,6,37,6,101,0,0,0,0,12,66,1,10,0,0,0,252,10,84,0,1,0,12,0,11,5.5,10,10.5,2,5,4,5,2,3,0,3,3,0,0,0,0,2
149,3263,DEN,21,0,7,7,7,5,16,1,71,19,332,44,31,2,0,3,3,137,0,0,4,61,0,0,21,24,3,0,3,0,0,0,0,4,3,21,188,10,5,3,2,23,11,6,6,0,0,2,-3,3,8,10,46,2,10,0,0,2,10,8,35,7,24,4,12,1,10,12,100,11,77,13,29,4,68,1,50,3,28,22,226,0,0,15,71,7,55,59,402,21,102,14,63,11,174,15,8,8,8,24,13,126,0,0,0,0,2,2,5,19,13,1,0,305,11,112,1,2,0,5.5,0,8.5,6,4,20,22,4,2,4,3,3,0,0,0,2,2,1,1,0
